1,1,24920,1,0,0,0,0,0,8,1
2,0,0,0,0,0,0,0,0,8,1
3,0,0,0,0,0,0,0,0,8,1
4,0,0,0,0,0,0,0,0,8,1
5,0,0,0,0,0,0,0,0,8,1
6,0,0,100,0,0,0,0,0,8,1
7,0,0,0,0,0,0,0,0,8,1
8,0,0,0,0,0,0,0,0,8,1
9,0,0,0,0,0,0,0,0,8,1
10,0,0,0,0,0,0,0,0,8,1
11,0,0,0,0,0,0,0,0,8,1
12,0,0,0,0,0,0,0,0,8,1
13,0,0,0,0,0,0,0,0,8,1
14,0,0,0,0,0,0,0,0,8,1
15,0,0,0,0,0,0,0,0,8,1
16,0,0,0,0,0,0,0,0,8,1
17,0,0,0,0,0,0,0,0,8,1
18,0,0,0,0,0,0,0,0,8,1
19,0,0,0,0,0,0,0,0,8,1
20,0,0,0,0,0,0,0,0,8,1
21,0,0,0,0,0,0,0,0,8,1
22,0,0,0,0,0,0,0,0,8,1
23,0,0,0,0,1,0,1,8,8,0
24,0,0,0,0,1,0,1,8,8,0
25,0,0,0,0,1,0,1,8,8,0
26,0,0,0,0,1,0,1,8,8,0
27,0,0,0,0,1,0,1,8,8,0
28,0,0,0,0,1,0,1,8,8,0
29,0,0,0,0,1,0,1,8,8,0
30,0,0,0,0,1,0,1,8,8,0
31,0,0,0,0,1,0,1,8,8,0
32,0,0,0,0,0,12,1,5,5,1
33,0,0,0,0,0,12,1,5,5,1
34,0,0,0,0,0,12,1,5,5,1
35,0,0,0,0,0,12,1,5,5,1
36,0,0,0,0,0,12,1,5,5,1
37,0,0,0,0,0,0,1,5,5,1
38,0,0,0,0,0,0,1,5,5,1
39,0,0,0,0,0,0,1,5,5,1
40,0,0,0,0,0,0,1,5,5,1
41,0,0,0,0,0,0,1,5,5,1
42,0,0,0,0,0,0,1,5,5,1
43,0,0,0,0,0,0,1,5,5,1
44,0,0,0,0,0,0,1,5,5,1
45,0,0,0,0,0,0,1,5,5,1
46,0,0,0,0,0,0,1,5,5,1
47,0,0,0,0,0,0,1,5,5,1
48,0,0,0,0,0,0,1,5,5,1
49,0,0,0,0,0,0,1,5,5,1
50,0,0,0,0,0,0,1,5,5,1
51,0,0,0,0,0,0,1,5,5,1
52,0,0,0,0,0,0,1,5,5,1
53,0,0,0,0,0,0,1,5,5,1
54,0,0,0,0,0,0,1,5,5,1
55,0,0,0,0,0,0,1,5,5,1
56,0,0,0,0,0,0,1,5,5,1
57,0,0,0,0,0,0,1,5,5,1
58,0,0,0,0,0,0,1,5,5,1
59,0,0,0,0,0,0,1,5,5,1
60,0,0,0,0,0,0,1,5,5,1
61,0,0,0,0,0,0,1,5,5,1
62,0,0,0,0,0,0,1,5,5,1
63,0,0,0,0,0,0,1,5,5,1
64,0,0,0,0,1,0,1,8,8,0
65,0,0,0,0,1,0,1,8,8,0
66,0,0,0,0,1,0,1,8,8,0
67,0,0,0,0,1,0,1,8,8,0
68,0,0,0,0,1,0,1,8,8,0
69,0,0,0,0,1,0,1,8,8,0
70,0,0,0,0,1,0,1,8,8,0
71,0,0,0,0,1,0,1,8,8,0
72,0,0,0,0,1,0,1,8,8,0
73,0,0,0,0,1,0,1,8,8,0
74,0,0,0,0,1,0,1,8,8,0
75,0,0,0,0,1,0,1,8,8,0
76,0,0,0,0,1,0,1,8,8,0
77,0,0,0,0,1,0,1,8,8,0
78,0,0,0,0,1,0,1,8,8,0
79,0,0,0,0,1,0,1,8,8,0
80,0,0,0,0,1,0,1,8,8,0
81,0,0,0,0,1,0,1,8,8,0
82,0,0,0,0,1,0,1,8,8,0
83,0,0,0,0,1,0,1,8,8,0
84,0,0,0,0,1,0,1,8,8,0
85,0,0,0,0,1,0,1,8,8,0
86,0,0,0,0,1,0,1,8,8,0
87,0,0,0,0,1,0,1,8,8,0
88,0,0,0,0,1,0,1,8,8,0
89,0,0,0,0,255,0,1,8,8,0
90,1,1,1,0,1,0,1,8,8,0
91,1,1,1,0,1,0,1,8,8,0
92,1,1,1,0,1,0,1,8,8,0
93,1,1,1,0,1,0,1,8,8,0
94,1,1,1,0,1,0,1,8,8,0
95,1,1,1,0,1,0,1,8,8,0
96,1,1,1,0,1,0,1,8,8,0
97,1,1,1,0,1,0,1,8,8,0
98,1,1,1,0,1,0,1,8,8,0
99,1,1,1,0,1,0,1,8,8,0
104,1,1,1,0,999999,0,1,5,5,0
105,22,22,22,0,999999,0,1,5,5,0
106,333,333,333,0,999999,0,1,5,5,0
107,4440,4440,4440,0,999999,0,1,5,5,0
108,5551,5551,5551,0,999999,0,1,5,5,0
109,612345,612345,612345,0,999999,0,1,8,8,0
110,754321,754321,754321,0,999999,0,1,8,8,0
111,801234,801234,801234,0,999999,0,1,8,8,0
1490,0,0,0,0,1,0,1,8,8,0
1491,0,0,0,0,1,0,1,8,8,0
1492,0,0,0,0,1,0,1,8,8,0
1493,0,0,0,0,1,0,1,8,8,0
1494,0,0,0,0,1,0,1,8,8,0
1495,0,0,0,0,1,0,1,8,8,0
1496,0,0,0,0,1,0,1,8,8,0
1497,0,0,0,0,1,0,1,8,8,0
1498,0,0,0,0,1,0,1,8,8,0
1499,0,0,0,0,1,0,1,8,8,0
1500,0,0,0,0,0,0,1,4,4,1
