37,0,0,0,0,0,0,1,5,5,1
38,0,0,0,0,0,0,1,5,5,1
39,0,0,0,0,0,0,1,5,5,1
40,0,0,0,0,0,0,1,5,5,1
41,0,0,0,0,0,0,1,5,5,1
42,0,0,0,0,0,0,1,5,5,1
43,0,0,0,0,0,0,1,5,5,1
44,0,0,0,0,0,0,1,5,5,1
45,0,0,0,0,0,0,1,5,5,1
46,0,0,0,0,0,0,1,5,5,1
47,0,0,0,0,0,0,1,5,5,1
48,0,0,0,0,0,0,1,5,5,1
49,0,0,0,0,0,0,1,5,5,1
50,0,0,0,0,0,0,1,5,5,1
51,0,0,0,0,0,0,1,5,5,1
52,0,0,0,0,0,0,1,5,5,1
53,0,0,0,0,0,0,1,5,5,1
54,0,0,0,0,0,0,1,5,5,1
55,0,0,0,0,0,0,1,5,5,1
56,0,0,0,0,0,0,1,5,5,1
57,0,0,0,0,0,0,1,5,5,1
58,0,0,0,0,0,0,1,5,5,1
59,0,0,0,0,0,0,1,5,5,1
60,0,0,0,0,0,0,1,5,5,1
61,0,0,0,0,0,0,1,5,5,1
62,0,0,0,0,0,0,1,5,5,1
63,0,0,0,0,0,0,1,5,5,1
64,0,0,0,0,1,0,1,8,8,0
65,0,0,0,0,1,0,1,8,8,0
66,0,0,0,0,1,0,1,8,8,0
67,0,0,0,0,1,0,1,8,8,0
